review_id,text,sentiment
R000435,Very poor quality unit. The screen fell apart within a week. Disappointing. The device does not match the description at all.,0
R000436,Do not buy this item. Poor quality and awful delivery. The design is horrible. Returned this product right away.,0
R000437,Impressed with the material. wonderful build and the assembly was quick.,1
R000438,I absolutely love this purchase. excellent quality and fast delivery.,1
R000439,I absolutely love this accessory. excellent quality and fast installation. Impressed with the screen. excellent build and the installation was quick.,1
R000440,Broken on arrival. The finish was damaged and assembly took forever.,0
R000441,I absolutely love this gadget. great quality and fast installation.,1
R000442,Very poor quality tool. The screen fell apart within a week. Terrible tool. The battery broke after one day. Very disappointed.,0
R000443,This is the best purchase I have ever purchased. Highly recommend! So happy with this purchase. The unit is premium and well made.,1
R000444,Great tool! The packaging is fantastic and it works perfectly.,1
R000445,Great unit! The quality is fantastic and it works perfectly.,1
R000446,Great gadget! The battery is amazing and it works perfectly. So happy with this purchase. The tool is wonderful and well made.,1
R000447,This is the best accessory I have ever purchased. Highly recommend!,1
R000448,excellent product. Exactly what I needed. Will buy again.,1
R000449,fantastic product. Exactly what I needed. Will buy again.,1
R000450,My family loves this purchase. The packaging is outstanding. So happy with this purchase. The product is amazing and well made.,1
R000451,excellent product. Exactly what I needed. Will buy again.,1
R000452,The packaging is horrible. Returned this accessory right away.,0
R000453,Worst purchase ever. This item is completely useless.,0
R000454,Disappointing. The item does not match the description at all.,0
R000455,This is the best purchase I have ever purchased. Highly recommend! Impressed with the battery. fantastic build and the delivery was quick.,1
R000456,My family loves this tool. The finish is outstanding. great product. Exactly what I needed. Will buy again.,1
R000457,Amazing product! Not a single complaint. The material is top notch.,1
R000459,Great product! The build is great and it works perfectly.,1
R000460,One star. This device is the worst I have owned. Do not recommend.,0
R000461,Worst purchase ever. This purchase is completely useless. The material is horrible. Returned this unit right away.,0
R000462,So happy with this purchase. The item is premium and well made.,1
R000463,Great accessory! The finish is premium and it works perfectly.,1
R000464,Terrible accessory. The material broke after one day. Very disappointed.,0
R000465,Terrible gadget. The screen broke after one day. Very disappointed.,0
R000466,Worst purchase ever. This unit is completely useless.,0
R000467,Disappointing. The accessory does not match the description at all.,0
R000468,Perfect purchase for the price. excellent value and excellent screen.,1
R000469,Very poor quality item. The screen fell apart within a week. Do not buy this purchase. Poor design and awful setup.,0
R000470,I absolutely love this tool. solid quality and fast installation.,1
R000471,Amazing tool! Not a single complaint. The design is top notch.,1
R000473,Impressed with the battery. amazing build and the delivery was quick.,1
R000474,I absolutely love this tool. excellent quality and fast setup.,1
R000475,I absolutely love this tool. wonderful quality and fast delivery.,1
R000476,Worst purchase ever. This tool is completely useless. Broken on arrival. The build was damaged and assembly took forever.,0
R000477,The design is horrible. Returned this gadget right away.,0
R000478,Terrible item. The quality broke after one day. Very disappointed.,0
R000479,So happy with this purchase. The unit is great and well made. So happy with this purchase. The device is amazing and well made.,1
R000480,Perfect gadget for the price. wonderful value and excellent battery.,1
R000481,Impressed with the quality. premium build and the shipping was quick.,1
R000482,Five stars! This unit exceeded my expectations. Very fantastic.,1
R000484,Not worth the money. This unit is cheaply made and flimsy.,0
R000485,Perfect device for the price. great value and excellent packaging. My family loves this unit. The quality is outstanding.,1
R000486,One star. This product is the worst I have owned. Do not recommend. Disappointing. The gadget does not match the description at all.,0
R000487,My family loves this unit. The quality is outstanding.,1
R000488,Broken on arrival. The build was damaged and shipping took forever.,0
R000489,Impressed with the packaging. solid build and the installation was quick.,1
R000490,Very poor quality purchase. The screen fell apart within a week.,0
R000492,My family loves this unit. The battery is outstanding.,1
R000493,My family loves this unit. The quality is outstanding.,1
R000494,Great tool! The design is premium and it works perfectly.,1
R000495,Amazing tool! Not a single complaint. The build is top notch.,1
R000496,My family loves this unit. The screen is outstanding. Five stars! This tool exceeded my expectations. Very excellent.,1
R000497,The finish is horrible. Returned this product right away.,0
R000498,Great tool! The screen is great and it works perfectly.,1
R000499,Perfect unit for the price. fantastic value and excellent screen. I absolutely love this unit. amazing quality and fast assembly.,1
R000500,Perfect purchase for the price. solid value and excellent material.,1
R000501,Five stars! This item exceeded my expectations. Very excellent.,1
