review_id,text,sentiment,cleaned_text
R000287,Five stars! This product exceeded my expectations. Very fantastic.,1,five star product exceeded expectation very fantastic
R000288,Amazing product! Not a single complaint. The packaging is top notch. Perfect tool for the price. amazing value and excellent packaging.,1,amazing product not single complaint packaging top notch perfect tool price amazing value excellent packaging
R000289,This is the best accessory I have ever purchased. Highly recommend!,1,best accessory ever purchased highly recommend
R000291,Broken on arrival. The packaging was damaged and shipping took forever.,0,broken arrival packaging damaged shipping took forever
R000292,This is the best item I have ever purchased. Highly recommend! So happy with this purchase. The accessory is excellent and well made.,1,best item ever purchased highly recommend happy purchase accessory excellent well made
R000293,I absolutely love this purchase. superb quality and fast shipping. I absolutely love this unit. great quality and fast setup.,1,absolutely love purchase superb quality fast shipping absolutely love unit great quality fast setup
R000294,great product. Exactly what I needed. Will buy again.,1,great product exactly needed buy
R000295,Perfect gadget for the price. solid value and excellent finish.,1,perfect gadget price solid value excellent finish
R000296,Five stars! This purchase exceeded my expectations. Very fantastic.,1,five star purchase exceeded expectation very fantastic
R000298,This is the best product I have ever purchased. Highly recommend! Perfect unit for the price. superb value and excellent battery.,1,best product ever purchased highly recommend perfect unit price superb value excellent battery
R000299,Five stars! This product exceeded my expectations. Very solid.,1,five star product exceeded expectation very solid
R000300,The quality is horrible. Returned this purchase right away.,0,quality horrible returned purchase right away
R000301,Five stars! This tool exceeded my expectations. Very great.,1,five star tool exceeded expectation very great
R000302,So happy with this purchase. The item is excellent and well made. Perfect item for the price. superb value and excellent screen.,1,happy purchase item excellent well made perfect item price superb value excellent screen
R000303,Five stars! This gadget exceeded my expectations. Very fantastic.,1,five star gadget exceeded expectation very fantastic
R000304,Disappointing. The tool does not match the description at all.,0,disappointing tool not match description
R000305,Impressed with the build. premium build and the assembly was quick.,1,impressed build premium build assembly quick
R000306,Five stars! This item exceeded my expectations. Very premium. This is the best gadget I have ever purchased. Highly recommend!,1,five star item exceeded expectation very premium best gadget ever purchased highly recommend
